namc_code,namc_term_diacritical,query,label
AAC-6,(a) asthiśoṣaḥ,"(a) asthiśoṣaḥ (a) asthiśoṣaḥ It is characterised by atrophy, weakness of bones; may lead to fractures. This may be explained by: (a) Weak digestive and metabolic factors, bone metabolism, malnutrition leading to severe aggravation of vata and decrease of kapha. -",Osteoporosis disorder (TM2)
AAC-7,(a) vātāṣṭhīlā,"(a) vātāṣṭhīlā (a) vātāṣṭhīlā It is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream. This may be explained by: (a) Vitiated vatadosha affecting urinary system. -",Prostatic enlargement disorder (TM2)
AAC-8,(a) avabāhukaḥ,"(a) avabāhukaḥ (a) avabāhukaḥ ""It is characterised by pain, stiffness and restricted movements of the shoulder joint. This may be explained by: (a) Increased vatadosha affecting the nerves and vessels of shoulder region. -",Frozen shoulder disorder (TM2)
AAC-9,(a) ūrustambhaḥ,"(a) ūrustambhaḥ (a) ūrustambhaḥ It is characterised by flaccidity,log like immobility of the thighs. This may be explained by: (a) Obstruction of vata by the ama (state of incomplete digestion, transformation or metabolism). -",Weakness of thighs due to vata disorder (TM2)
AAC-9.1,ūrustambha-pūrvarūpam,"ūrustambha-pūrvarūpam ūrustambha-pūrvarūpam the disorder is characterized by dhyānaḥ [insensibility/meditatitve appearance], nidrā [sleep], atistaimityam/stimitatā [excessive rigidity], arōcakaḥ [tastelessness], jvaraḥ [fever], lōmaharṣaḥ [horripilation], chardiḥ [vomiting], jaṅghāsadanam [asthenia/fatigue of calf muscles], ūrusadanam [fatigue /weakness in thighs] -",prodromes of stiff-thigh
AAC-9.2,(a) asādhya-ūrustambhaḥ,(a) asādhya-ūrustambhaḥ (a) asādhya-ūrustambhaḥ - -,Intractable stiff-thigh disorder (TM2) ⇒
AAC-10SP2Y,(a) aṃsaśoṣaḥ,(a) aṃsaśoṣaḥ (a) aṃsaśoṣaḥ - -,Shoulder muscle atrophy disorder (TM2) ⇒
AAC-10SP2Y,(a) aṃsaśoṣaḥ,(a) aṃsaśoṣaḥ (a) aṃsaśoṣaḥ - -,Shoulder muscle atrophy disorder (TM2) ⇒
AAC-11,(a) ākṣepakaḥ,"(a) ākṣepakaḥ (a) ākṣepakaḥ It is characterised by sudden, involuntary contractions of muscles, associated with dribbling of saliva, froth in the mouth and deviation of mouth, staring of eyes or rolling of eyeball. This may be explained by: (a) vitiated vatadosha affecting motor faculties. -",Seizure disorder (TM2)
AAC-12,(a) ādhmānam,"(a) ādhmānam (a) ādhmānam It is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria. This may be explained by: (a) Aggravation of Descending vata affecting the excretory functions. -",Abdominal distension disorder (TM2)
AAC-12.1,"(a) pratyādhmānaḥ, (a) pratyānāhaḥ","(a) pratyādhmānaḥ, (a) pratyānāhaḥ (a) pratyādhmānaḥ, (a) pratyānāhaḥ - -",Tympanites disorder (TM2) ⇒
AAC-13,(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ,(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ (a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ - -,Opisthotonos disorder (TM2) ⇒
AAC-13.1,(a) asādhyadhanuṣkaṃpa,(a) asādhyadhanuṣkaṃpa (a) asādhyadhanuṣkaṃpa - -,Irremediable opisthotonos disorder (TM2) ⇒
AAC-14,(a) ūrdhvavātaḥ,"(a) ūrdhvavātaḥ (a) ūrdhvavātaḥ It is characterised by severe abdominal colicky pain, projectile vomiting with gastrointestinal contents. This may be explained by: (a) Reversal of Kindling vata, Descending vata functions. -",Dynamic intestinal obstruction disorder (TM2)
AAC-15,(a) ekāṅgavātaḥ,(a) ekāṅgavātaḥ (a) ekāṅgavātaḥ - -,Monoplegia disorder (TM2) ⇒
AAC-16,(a) kalāyakhañjaḥ,(a) kalāyakhañjaḥ (a) kalāyakhañjaḥ - -,Lathyrism disorder (TM2) ⇒
AAC-17,(a) kroṣṭukaśīrṣaḥ,(a) kroṣṭukaśīrṣaḥ (a) kroṣṭukaśīrṣaḥ - -,Swollen knee deformity disorder (TM2) ⇒
AAC-18,(a) khañjaḥ (a) khañjatvam,(a) khañjaḥ (a) khañjatvam (a) khañjaḥ (a) khañjatvam - -,Lameness (unilateral) disorder (TM2) ⇒
AAC-19,(a) khallī,"(a) khallī (a) khallī It is characterised by severe spamodic, cramp like pain in upper or lower limb muscles. It may be shifting in nature. This may be explained by: (a) Severe vitiation of vatadosha. -","Muscle pain, twisting disorder (TM2)"
AAC-20,(a) gṛdhrasī,"(a) gṛdhrasī (a) gṛdhrasī It is characterised by moderate to severe pain, starting from acetabulum of hip bone, mainly travelling laterally to ankle joint and rarely radiating from the medial side of thigh. This may be explained by: (a) Vitiation of vata affecting nerves, tendons, muscles of leg; may be associated with vitiated kapha (resulting in mild pain). -",Sciatica disorder (TM2)
AAC-20.1,vātikagr̥dhrasī,"vātikagr̥dhrasī vātikagr̥dhrasī the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body] -",gRudhrasI due to vāṭa
AAC-20.2,vātakaphaja-gr̥dhrasī,"vātakaphaja-gr̥dhrasī vātakaphaja-gr̥dhrasī the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], tandrā [drowsiness/lassitude], gauravam [heaviness], arōcakaḥ/bhaktadvēṣaḥ [tastelessness/aversion to food], vahnimārdavam [diminution of agni /hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation] -",gRudhrasI due to vāta and kapha
AAC-21,(a) jihvāstambhaḥ,(a) jihvāstambhaḥ (a) jihvāstambhaḥ - -,Tongue paralysis disorder (TM2) ⇒
AAC-22,(a) tūnī,"(a) tūnī (a) tūnī It is characterised by spasmodic pain in loin radiating to pubic region and thigh. It may be associated with haematuria, chills and fever. This may be explained by: (a) Obstruction of urinary passage (due to renal calculi) aggravates vata leading to spasmodic pain. -",Renal colic disorder (TM2)
AAC-239,(a) daṇḍāpatānakaḥ,(a) daṇḍāpatānakaḥ (a) daṇḍāpatānakaḥ - -,Orthotonus with rod like stiffness disorder (TM2) ⇒
AAC-24,(a) pakṣāghāta (a) pakṣavadhaḥ,"(a) pakṣāghāta (a) pakṣavadhaḥ (a) pakṣāghāta (a) pakṣavadhaḥ It is characterised by loss of mobility or flaccidity of one side of the body. May be associated with difficulty in swallowing, speech, deranged cognitive functions, tactile sensation. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor, sensory and cognitive functions. -",Hemiplegia disorder (TM2)
AAC-24.1,kaphānvitapakṣāghātaḥ,"kaphānvitapakṣāghātaḥ kaphānvitapakṣāghātaḥ the disorder is characterized by śaitya [cold on touch on affected side of body], śōtha [oedema], gurutva [heaviness] -",pakśāghāta due to kapha
AAC-24.2,pittānvitapakṣāghātaḥ,"pittānvitapakṣāghātaḥ pittānvitapakṣāghātaḥ the disorder is characterized by dāhaḥ [burning sensation], santāpaḥ [burning sensation], mūrcchā [syncope/attacks of swooning] -",pakśāghāta due to pitta
AAC-24.3,bāla-pakṣāghātaḥ,bāla-pakṣāghātaḥ bāla-pakṣāghātaḥ - -,hemiplegia in children
AAC-25,(a) pādadāhaḥ,(a) pādadāhaḥ (a) pādadāhaḥ - -,Burning feet disorder (TM2) ⇒
AAC-26,(a) pādaharṣaḥ,(a) pādaharṣaḥ (a) pādaharṣaḥ - -,Tingling feet disorder (TM2) ⇒
AAC-27,(a) pratitūnī,(a) pratitūnī (a) pratitūnī - -,Colicky pain radiating towards bladder and upwards to abdomen disorder (TM2) ⇒
AAC-28,pratyaṣṭhīlā,"pratyaṣṭhīlā pratyaṣṭhīlā the disorder is characterized by rujaḥ/atyugrarujā [pain/excessive pain], aṣṭhīlāvat ghanaṁ granthi [stony hard round shaped gland], vāta-rōdhanam/vātanirōdhaḥ [obstruction to flatus], viḍ-rōdhanam [obstruction to feces], mūtra-rōdhanam [obstruction in passage of urine], āṭōpaḥ [gurgling sound of the intestines/barborygmus], udarādhmānam [distention of abdomen] -",prostatic hyperplasia
AAC-29,vraṇāyāmaḥ,vraṇāyāmaḥ vraṇāyāmaḥ - -,post-traumatic convulsion
AAC-30,(a) paṅguḥ,"(a) paṅguḥ (a) paṅguḥ It is characterised by flaccidity, loss of function in both lower limbs. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor functions. -",Paraplegia disorder (TM2)
AAC-31,(a) minminaḥ,"(a) minminaḥ (a) minminaḥ It is characterised by hypernasal voice leading to nasal twang. This may be explained by: (a) Obstruction to oral, nasal passages, vitiation of vata. -",Hypernasal speech disorder (TM2)
AAC-32,manyāstambhaḥ,manyāstambhaḥ manyāstambhaḥ the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck] -,stiff neck/torticollis/wry neck
AAC-33,(a) mūkatvam,(a) mūkatvam (a) mūkatvam It is characterised by inability to speak. This may be explained by: (a) Vatadosha and kaphadosha affecting speech faculties. -,Speech disorder (TM2)
AAC-34,(a) vātakaṇṭakam,(a) vātakaṇṭakam (a) vātakaṇṭakam It is characterised by pain in heel especially during walking. This may be explained by: (a) Increased vatadosha affecting the heel. -,Achillodynia disorder (TM2)
AAC-35,(a) viśvācī,"(a) viśvācī (a) viśvācī It is characterised by pain in the neck, throat radiating up to the upper limbs, restricted movements. May be associated with, insomnia, temporary loss of hearing, memory. This may be explained by: (a) vitiation of vatadosha, pittadosha affecting neck, upper arms. -",Cervicobrachial pain disorder (TM2)
AAC-36,(a) kampaḥ,"(a) kampaḥ (a) kampaḥ It is characterised by tremors, rigidity, and may be associated with dryness of the skin and insomnia. This may be explained by: (a) aggravation of vata affecting the motor system. -",Tremor disorder (TM2)
AAC-37,śirōgrahaḥ,śirōgrahaḥ śirōgrahaḥ - -,head and neck rigidity
AAC-38,(a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ,(a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ (a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ - -,Total body paralysis disorder (TM2) ⇒/Quadriplegia (TM2)
AAC-39,(a) sirāgrahaḥ,(a) sirāgrahaḥ (a) sirāgrahaḥ - -,Vasoconstriction disorder (TM2) ⇒
AAC-40,(a) hanugrahaḥ (a) hanusraṃsa,(a) hanugrahaḥ (a) hanusraṃsa (a) hanugrahaḥ (a) hanusraṃsa - -,Lock-jaw disorder (TM2) ⇒
AAD,(a) āvaraṇa,"(a) āvaraṇa (a) āvaraṇa It is characterised by hampering of the normal functioning of the dosha leading to local or systemic symptoms. This may be explained the occlusion of the free flowing and all-pervading Vata dosha or subtype of it by one another or by Pitta, Kapha, tissues, food and excreta. -",Pattern of occlusion (TM2)
AAD-1,anyōnyāvaraṇaḥ/paraspara-āvaraṇaḥ,anyōnyāvaraṇaḥ/paraspara-āvaraṇaḥ anyōnyāvaraṇaḥ/paraspara-āvaraṇaḥ - -,mutual occlusion of vāta
AAD-1.1,prāṇāvr̥tavyānavātaḥ,"prāṇāvr̥tavyānavātaḥ prāṇāvr̥tavyānavātaḥ the disorder is characterized by sarvēndriyāṇāṁ śūnyatva [loss of ability of sense organs], smr̥tikṣayaḥ [loss of memory], balakṣayaḥ [loss of physical strength or weakness] -",disorders of vyānavāta occluded by prāṇāvāta
AAD-1.2,vyānāvr̥taprāṇavātaḥ,"vyānāvr̥taprāṇavātaḥ vyānāvr̥taprāṇavātaḥ the disorder is characterized by svēdōऽtyartham [excessive sweating], lōmaharṣaḥ [horripilation], tvagdōṣaḥ [skin diseases], suptagātratā [numbness in the body parts] -",disorders of prāṇavāta occluded by vyānāvāta
AAD-1.3,prāṇāvr̥tasamānavātaḥ,"prāṇāvr̥tasamānavātaḥ prāṇāvr̥tasamānavātaḥ the disorder is characterized by jaḍatvam [dullness/frigidity/inactiveness], gadgadatvam [stuttering/stammmering], mūkatvam [dumbness/aphasia] -",disorders of samānavāta occluded by prāṇāvāta
AAD-1.4,samānāvr̥ta-apānavātaḥ,"samānāvr̥ta-apānavātaḥ samānāvr̥ta-apānavātaḥ the disorder is characterized by grahaṇī [derangement of agni situated in grahaṇī], pārśvagadaḥ [pain/disease in flanks], hr̥dgadaḥ [diseases of heart], āmāśayaśūlam [colicky pain in epigastric region] -",disorders of apāṇavāta occluded by samānāvāta
AAD-1.5,prāṇāvr̥ta-udānavātaḥ,"prāṇāvr̥ta-udānavātaḥ prāṇāvr̥ta-udānavātaḥ the disorder is characterized by śirōgrahaḥ [stiffness of head], pratiśyāyaḥ [cold, catarrh], niḥśvāsōcchvāsasaṁgrahaḥ/niḥśvāsōcchvāsasaṁrōdhaḥ [obstruction/restriction to respiration], hr̥drōgaḥ [diseases of heart], mukhaśōṣaḥ [dryness in mouth] -",disorders of udānavāta occluded by prāṇāvāta
AAD-1.6,udānāvr̥taprāṇavātaḥ,"udānāvr̥taprāṇavātaḥ udānāvr̥taprāṇavātaḥ the disorder is characterized by karmanāśaḥ [loss of activities], ōjōnāśaḥ [loss of vitality/bodily strength, energy, power], balanāśaḥ [loss of strength], varṇanāśaḥ [loss of lustre/complexion], mr̥tyuḥ [death] -",disorders of prāṇavāta occluded by udānāvāta
AAD-1.7,udānāvr̥ta-apānavātaḥ,"udānāvr̥ta-apānavātaḥ udānāvr̥ta-apānavātaḥ the disorder is characterized by chardiḥ [vomiting], śvāsaḥ [breathlessness/difficult breathing] -",disorders of apāṇavāta occluded by udānā vāta
AAD-1.8,apānāvr̥ta-udānavātaḥ,"apānāvr̥ta-udānavātaḥ apānāvr̥ta-udānavātaḥ the disorder is characterized by mōhaḥ [semiconsciousness or stupefaction], alpāgniḥ [insufficient digestive power/capacity], atīsāraḥ [diarrhoea] -",disorders of udānavāta occluded by apāṇavāta
AAD-1.9,vyānāvr̥ta-apānavātaḥ,"vyānāvr̥ta-apānavātaḥ vyānāvr̥ta-apānavātaḥ the disorder is characterized by vamiḥ [vomiting], ādhmānam [abdominal distension], udāvartaḥ [upword movement of vayu due to retention of stool and urine], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], artiḥ [pain], parikartikā [sharp cutting pain in anus] -",disorders of apāṇavāta occluded by vyAnA vāta
AAD-1.10,apānāvr̥ta-vyānavātaḥ,"apānāvr̥ta-vyānavātaḥ apānāvr̥ta-vyānavātaḥ the disorder is characterized by viṭ-atipravr̥ttiḥ [excessive defecation], mūtra-atipravr̥ttiḥ [excessive micturition], rētas-atipravr̥ttiḥ [excessive semen/ejaculation] -",disorders of vyānavāta occluded by apāṇavāta
AAD-1.11,samānāvr̥ta-vyānavātaḥ,"samānāvr̥ta-vyānavātaḥ samānāvr̥ta-vyānavātaḥ the disorder is characterized by mūrcchā [syncope/attacks of swooning], tandrā [drowsiness/lassitude], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities], agnikṣayaḥ [diminution of agni (digestive power)], ōjaḥkṣayaḥ [diminution of vitality/body energy/power], balakṣayaḥ [loss of physical strength or weakness] -",disorders of apāṇavāta occluded by samAnA vāta
AAD-1.12,udānāvr̥tavyānavātaḥ,"udānāvr̥tavyānavātaḥ udānāvr̥tavyānavātaḥ the disorder is characterized by stabdhatā [stiffness], alpāgnitā [insufficient digestive power/capacity], asvēdaḥ [anhidrosis/lack of sweating], cēṣṭāhāniḥ [loss of activities/motor function], nimīlanam [having the eyes closed] -",disorders of vyānavāta occluded by udAna vāta
AAD-1.13,apānāvr̥tasamānavātaḥ,apānāvr̥tasamānavātaḥ apānāvr̥tasamānavātaḥ - -,disorders of samānavāta occluded by apāṇavāta
AAD-1.14,apānāvr̥ta-prāṇavātaḥ,apānāvr̥ta-prāṇavātaḥ apānāvr̥ta-prāṇavātaḥ - -,disorders of prāṇāvāta occluded by apāṇavāta
AAD-1.15,prāṇāvr̥ta-apānavātaḥ,prāṇāvr̥ta-apānavātaḥ prāṇāvr̥ta-apānavātaḥ - -,disorders of apāṇavāta occluded by prāṇavāta
AAD-1.16,samānāvr̥taprāṇavātaḥ,samānāvr̥taprāṇavātaḥ samānāvr̥taprāṇavātaḥ - -,disorders of prāṇavāta occluded by samānavāta
AAD-1.17,samānāvr̥ta-udānavātaḥ,samānāvr̥ta-udānavātaḥ samānāvr̥ta-udānavātaḥ - -,disorders of udānavāta occluded by samānavāta
AAD-1.18,udānāvr̥tasamānavātaḥ,udānāvr̥tasamānavātaḥ udānāvr̥tasamānavātaḥ - -,disorders of samānavāta occluded by udAna vāta
AAD-1.19,vyānāvr̥ta-udānavātaḥ,vyānāvr̥ta-udānavātaḥ vyānāvr̥ta-udānavātaḥ - -,disorders of udānavāta occluded by vyānavāta
AAD-1.20,vyānāvr̥tasamānavātaḥ,vyānāvr̥tasamānavātaḥ vyānāvr̥tasamānavātaḥ - -,disorders of samānavāta occluded by vyāna vāta
AAD-2,dōṣāvr̥ta-vātaḥ,dōṣāvr̥ta-vātaḥ dōṣāvr̥ta-vātaḥ - -,occlusion of vāta by dōṣa
AAD-2.1,(a) pittāvṛtavātaḥ,(a) pittāvṛtavātaḥ (a) pittāvṛtavātaḥ - -,Pattern of vāta occluded by pitta (TM2) ⇒
AAD-2.2,(a) kaphāvṛtavātaḥ,(a) kaphāvṛtavātaḥ (a) kaphāvṛtavātaḥ - -,Pattern of vāta occluded by kapha (TM2) ⇒
AAD-2.3,(a) pittāvṛtaprāṇavātaḥ,(a) pittāvṛtaprāṇavātaḥ (a) pittāvṛtaprāṇavātaḥ - -,Pattern of primary impulse of vata occluded by pitta (TM2) ⇒
AAD-2.4,(a) kaphāvṛtaprāṇavātaḥ,(a) kaphāvṛtaprāṇavātaḥ (a) kaphāvṛtaprāṇavātaḥ - -,Pattern of primary impulse of vata occluded by kapha (TM2) ⇒
AAD-2.5,(a) pittāvṛta-udānavātaḥ,(a) pittāvṛta-udānavātaḥ (a) pittāvṛta-udānavātaḥ - -,Pattern of ascending vata occluded by pitta (TM2) ⇒
AAD-2.6,(a) kaphāvṛta-udānavātaḥ,(a) kaphāvṛta-udānavātaḥ (a) kaphāvṛta-udānavātaḥ - -,Pattern of ascending vata occluded by kapha (TM2) ⇒
AAD-2.7,(a) pittāvṛta-samānavātaḥ,(a) pittāvṛta-samānavātaḥ (a) pittāvṛta-samānavātaḥ - -,Pattern of kindling vata occluded by pitta (TM2) ⇒
