namc_code,namc_term_diacritical,short_definition,long_definition,icd_code,query,pred_top1,pred_top3
AAB-76,rajōnāśaḥ (kēvalavāta),-,-,,rajōnāśaḥ (kēvalavāta) rajōnāśaḥ (kēvalavāta),ST20,"['ST20', 'SM9A', 'SM8B']"
SN42(AAB-77),(a) raukṣyam,-,"It is characterised by dryness, scaliness and cracking of extremities and face. This may be explained by: (a) Increased vata affecting skin",,"(a) raukṣyam (a) raukṣyam it is characterised by dryness, scaliness and cracking of extremities and face. this may be explained by: (a) increased vata affecting skin",SN42,"['SN42', 'SR12', 'SR13']"
AAB-78(SP9Y),(a) lomaharṣaḥ,-,-,,(a) lomaharṣaḥ (a) lomaharṣaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-79(SK0Y),(a) lalāṭabhedaḥ,-,-,,(a) lalāṭabhedaḥ (a) lalāṭabhedaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-80(SP1Y),(a) trikagrahaḥ,-,-,,(a) trikagrahaḥ (a) trikagrahaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-81,vartmastambhaḥ (kēvalavāta),-,-,,vartmastambhaḥ (kēvalavāta) vartmastambhaḥ (kēvalavāta),ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-82(SK7Y),(a) vartmasaṅkocaḥ,-,-,,(a) vartmasaṅkocaḥ (a) vartmasaṅkocaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-83(SP9Y),(a) vakṣoparodhaḥ,-,-,,(a) vakṣoparodhaḥ (a) vakṣoparodhaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-84(SP9Y),(a) vakṣastodaḥ,-,-,,(a) vakṣastodaḥ (a) vakṣastodaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SK53(AAB-85),(a) vāk-saṅgaḥ,-,"It is characterised by loss of speech clarity, lalling, strained speech, may be aggravated due to excess speech. This may be explained by: (a) Aggravagtion of vata affecting kapha and faculty of speech.",,"(a) vāk saṅgaḥ (a) vāk saṅgaḥ it is characterised by loss of speech clarity, lalling, strained speech, may be aggravated due to excess speech. this may be explained by: (a) aggravagtion of vata affecting kapha and faculty of speech.",SL07,"['SL07', 'SL21', 'SK53']"
AAB-86(SP9Y),(a) vācālatā,-,-,,(a) vācālatā (a) vācālatā,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-87(SP1Y),"(a) vātakhuḍḍatā,                    (a) vātakaṇṭakaḥ",-,-,,"(a) vātakhuḍḍatā, (a) vātakaṇṭakaḥ (a) vātakhuḍḍatā, (a) vātakaṇṭakaḥ",ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-88(SP9Y),(a) vāmanatvam,-,-,,(a) vāmanatvam (a) vāmanatvam,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-89(SM37),(a) viḍ-bhedaḥ,-,-,,(a) viḍ bhedaḥ (a) viḍ bhedaḥ,SM52,"['SM52', 'SM37', 'SM9A']"
AAB-90,vipādikā (nānātmaja) (kēvalavāta),-,-,,vipādikā (nānātmaja) (kēvalavāta) vipādikā (nānātmaja) (kēvalavāta),ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-91(SQ04),(a) viṣādaḥ (a) dīnatā,-,-,,(a) viṣādaḥ (a) dīnatā (a) viṣādaḥ (a) dīnatā,SQ04,"['SQ04', 'ST20', 'SM99']"
AAB-92(SN3Y),(a) vṛṣaṇākṣepaḥ,-,-,,(a) vṛṣaṇākṣepaḥ (a) vṛṣaṇākṣepaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-93(SP4Y),(a) vaṅkṣaṇānāhaḥ,-,-,,(a) vaṅkṣaṇānāhaḥ (a) vaṅkṣaṇānāhaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-94(SP9Y),(a) vyathā,-,-,,(a) vyathā (a) vyathā,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-95(SL7Y),(a) śirāsphūrtiḥ,-,-,,(a) śirāsphūrtiḥ (a) śirāsphūrtiḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-96,śirōruk (kēvalavāta),-,-,,śirōruk (kēvalavāta) śirōruk (kēvalavāta),ST20,"['ST20', 'SM9A', 'SM8B']"
SN03(AAB-97),(a) śukrakṣayaḥ,-,"It is characterised by decreased quantity and quality of semen, decreased sexual power, spermatorrhoea. This may be explained by: (a) Vitiation of all three dosha affecting male reproductive system.",,"(a) śukrakṣayaḥ (a) śukrakṣayaḥ it is characterised by decreased quantity and quality of semen, decreased sexual power, spermatorrhoea. this may be explained by: (a) vitiation of all three dosha affecting male reproductive system.",SR4E,"['SR4E', 'SR4M', 'SR4D']"
AAB-98,śaṅkhabhēdaḥ (kēvalavāta),-,-,,śaṅkhabhēdaḥ (kēvalavāta) śaṅkhabhēdaḥ (kēvalavāta),ST20,"['ST20', 'SM9A', 'SM8B']"
SN07(AAB-99),(a) śephastambhaḥ,-,It is characterised by painful penile erection. This may be explained by: (a) Vitiated vata affecting the penis.,,(a) śephastambhaḥ (a) śephastambhaḥ it is characterised by painful penile erection. this may be explained by: (a) vitiated vata affecting the penis.,SN07,"['SN07', 'SN06', 'SN04']"
AAB-100(SP9Y),(a) śaityam,-,-,,(a) śaityam (a) śaityam,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-101,śyāvāruṇāsyatā (kēvalavāta),-,-,,śyāvāruṇāsyatā (kēvalavāta) śyāvāruṇāsyatā (kēvalavāta),ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-102,śrōṇibhēdaḥ (kēvalavāta),-,-,,śrōṇibhēdaḥ (kēvalavāta) śrōṇibhēdaḥ (kēvalavāta),ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-103(SP9Y),(a) saṅkocaḥ,-,-,,(a) saṅkocaḥ (a) saṅkocaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-104,svēdanāśaḥ (kēvalavāta),-,-,,svēdanāśaḥ (kēvalavāta) svēdanāśaḥ (kēvalavāta),ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-105(SP9Y),(a) śramaḥ,-,-,,(a) śramaḥ (a) śramaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-106,sarvāṅgarōgaḥ/sarvāṅgavātaḥ (kēvalavāta),-,-,,sarvāṅgarōgaḥ sarvāṅgavātaḥ (kēvalavāta) sarvāṅgarōgaḥ sarvāṅgavātaḥ (kēvalavāta),SK22,"['SK22', 'ST20', 'SM92']"
AAB-107(SK52),(a) stambhaḥ,-,-,,(a) stambhaḥ (a) stambhaḥ,SK52,"['SK52', 'ST20', 'SM93']"
AAB-108(SP4Y),(a) hanubhedaḥ,-,-,,(a) hanubhedaḥ (a) hanubhedaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAB-109,hikkā (kēvalavāta),-,-,,hikkā (kēvalavāta) hikkā (kēvalavāta),SM74,"['SM74', 'ST20', 'SM9A']"
SL62(AAB-110),(a) hṛddravaḥ,-,It is characterised by feeling of increased beating of the heart which is within the notice of the patient with or without tachycardia. This may be explained by: (a) Vitiation of vata affecting the heart region.,,(a) hṛddravaḥ (a) hṛddravaḥ it is characterised by feeling of increased beating of the heart which is within the notice of the patient with or without tachycardia. this may be explained by: (a) vitiation of vata affecting the heart region.,SL60,"['SL60', 'SR12', 'SR40']"
SL60(AAB-111),(a) hṛnmohaḥ,-,It is characterised by decreased heart rate may be associated with decreased heart function. This may be explained by: (a) Vitiated vata affecting pitta for intellect.,,(a) hṛnmohaḥ (a) hṛnmohaḥ it is characterised by decreased heart rate may be associated with decreased heart function. this may be explained by: (a) vitiated vata affecting pitta for intellect.,SL60,"['SL60', 'SN10', 'SR4M']"
AAC,sāmānyajavātavikāraḥ,-,-,,sāmānyajavātavikāraḥ sāmānyajavātavikāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAC-1(SK30),(a) antarāyāmaḥ,-,-,,(a) antarāyāmaḥ (a) antarāyāmaḥ,SK30,"['SK30', 'ST20', 'SM92']"
AAC-2(SK30),(a) apatantrakaḥ,-,-,,(a) apatantrakaḥ (a) apatantrakaḥ,SK30,"['SK30', 'ST20', 'SM92']"
AAC-2.1,asādhya-apatantrakaḥ,-,"the disorder is characterized by garbhapātasamutpannaḥ [caused by miscarriage], śōṇitātisravōtthitaḥ [caused by excessive bleeding/heamorrhage], abhighātasamutthaḥ [caused by trauma]",,"asādhya apatantrakaḥ asādhya apatantrakaḥ the disorder is characterized by garbhapātasamutpannaḥ [caused by miscarriage], śōṇitātisravōtthitaḥ [caused by excessive bleeding heamorrhage], abhighātasamutthaḥ [caused by trauma]",SN4D,"['SN4D', 'SM54', 'SM37']"
AAC-3(SK30),(a) apatānakaḥ,-,-,,(a) apatānakaḥ (a) apatānakaḥ,SK30,"['SK30', 'ST20', 'SM92']"
SK20(AAC-4),(a) arditaḥ,-,"It is characterised by deviation of one side of the face, difficulty in speech, loss of wrinkling, non closure of eyes and lips and dribbling of saliva from the angles of mouth This may be explained by: (a) increased vatadosha affecting one half of the face.",,"(a) arditaḥ (a) arditaḥ it is characterised by deviation of one side of the face, difficulty in speech, loss of wrinkling, non closure of eyes and lips and dribbling of saliva from the angles of mouth this may be explained by: (a) increased vatadosha affecting one half of the face.",SK20,"['SK20', 'SM88', 'SR5A']"
AAC-4.1,ardita-pūrvarupam,-,"the disorder is characterized by rōmaharṣaḥ [horripilation], vēpathuḥ [shivering/tremors], āvilanētraḥ [turbid/muddy eyes], tvaci svāpaḥ [numbness in skin], tōdaḥ [pricking pain], manyāgrahaḥ [neck stiffness], hanugrahaḥ [lock jaw/catching sensation over jaw], ūrdhvavāyuḥ [upward movement of vāyu]",,"ardita pūrvarupam ardita pūrvarupam the disorder is characterized by rōmaharṣaḥ [horripilation], vēpathuḥ [shivering tremors], āvilanētraḥ [turbid muddy eyes], tvaci svāpaḥ [numbness in skin], tōdaḥ [pricking pain], manyāgrahaḥ [neck stiffness], hanugrahaḥ [lock jaw catching sensation over jaw], ūrdhvavāyuḥ [upward movement of vāyu]",SK54,"['SK54', 'SR87', 'SR64']"
AAC-4.2,asādhya-arditaḥ,-,"the disorder is characterized by avyaktabhāṣaṇam [incoherent speech], prasaktabhāṣaṇam [stammering speech/unable to speak, aphasia], kṣīṇaḥ [debilitatated person], kampaḥ/vēpanam [tremors], animiṣākṣasya [unable to close eye]",,"asādhya arditaḥ asādhya arditaḥ the disorder is characterized by avyaktabhāṣaṇam [incoherent speech], prasaktabhāṣaṇam [stammering speech unable to speak, aphasia], kṣīṇaḥ [debilitatated person], kampaḥ vēpanam [tremors], animiṣākṣasya [unable to close eye]",SL07,"['SL07', 'SK53', 'SL21']"
AAC-5(SP0Y),(a) asthiprabhedaḥ,-,-,,(a) asthiprabhedaḥ (a) asthiprabhedaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SP00(AAC-6),(a) asthiśoṣaḥ,-,"It is characterised by atrophy, weakness of bones; may lead to fractures. This may be explained by: (a) Weak digestive and metabolic factors, bone metabolism, malnutrition leading to severe aggravation of vata and decrease of kapha.",,"(a) asthiśoṣaḥ (a) asthiśoṣaḥ it is characterised by atrophy, weakness of bones; may lead to fractures. this may be explained by: (a) weak digestive and metabolic factors, bone metabolism, malnutrition leading to severe aggravation of vata and decrease of kapha.",SR1C,"['SR1C', 'SR05', 'SR12']"
SN08(AAC-7),(a) vātāṣṭhīlā,-,"It is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream. This may be explained by: (a) Vitiated vatadosha affecting urinary system.",,"(a) vātāṣṭhīlā (a) vātāṣṭhīlā it is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream. this may be explained by: (a) vitiated vatadosha affecting urinary system.",SM88,"['SM88', 'SR5B', 'SM86']"
SP15(AAC-8),(a) avabāhukaḥ,-,"""It is characterised by pain, stiffness and restricted movements of the shoulder joint. This may be explained by: (a) Increased vatadosha affecting the nerves and vessels of shoulder region.",,"(a) avabāhukaḥ (a) avabāhukaḥ ""it is characterised by pain, stiffness and restricted movements of the shoulder joint. this may be explained by: (a) increased vatadosha affecting the nerves and vessels of shoulder region.",SP15,"['SP15', 'SP13', 'SR4L']"
SK55(AAC-9),(a) ūrustambhaḥ,-,"It is characterised by flaccidity,log like immobility of the thighs. This may be explained by: (a) Obstruction of vata by the ama (state of incomplete digestion, transformation or metabolism).",,"(a) ūrustambhaḥ (a) ūrustambhaḥ it is characterised by flaccidity,log like immobility of the thighs. this may be explained by: (a) obstruction of vata by the ama (state of incomplete digestion, transformation or metabolism).",SS15,"['SS15', 'SK55', 'SR13']"
AAC-9.1,ūrustambha-pūrvarūpam,-,"the disorder is characterized by dhyānaḥ [insensibility/meditatitve appearance], nidrā [sleep], atistaimityam/stimitatā [excessive rigidity], arōcakaḥ [tastelessness], jvaraḥ [fever], lōmaharṣaḥ [horripilation], chardiḥ [vomiting], jaṅghāsadanam [asthenia/fatigue of calf muscles], ūrusadanam [fatigue /weakness in thighs]",,"ūrustambha pūrvarūpam ūrustambha pūrvarūpam the disorder is characterized by dhyānaḥ [insensibility meditatitve appearance], nidrā [sleep], atistaimityam stimitatā [excessive rigidity], arōcakaḥ [tastelessness], jvaraḥ [fever], lōmaharṣaḥ [horripilation], chardiḥ [vomiting], jaṅghāsadanam [asthenia fatigue of calf muscles], ūrusadanam [fatigue weakness in thighs]",SP97,"['SP97', 'SK55', 'SS26']"
AAC-9.2(SK55),(a) asādhya-ūrustambhaḥ,-,-,,(a) asādhya ūrustambhaḥ (a) asādhya ūrustambhaḥ,SK55,"['SK55', 'SL08', 'SM9B']"
AAC-10(SP2Y ),(a) aṃsaśoṣaḥ,-,-,,(a) aṃsaśoṣaḥ (a) aṃsaśoṣaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAC-10(SP2Y ),(a) aṃsaśoṣaḥ,-,-,,(a) aṃsaśoṣaḥ (a) aṃsaśoṣaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SK30(AAC-11),(a) ākṣepakaḥ,-,"It is characterised by sudden, involuntary contractions of muscles, associated with dribbling of saliva, froth in the mouth and deviation of mouth, staring of eyes or rolling of eyeball. This may be explained by: (a) vitiated vatadosha affecting motor faculties.",,"(a) ākṣepakaḥ (a) ākṣepakaḥ it is characterised by sudden, involuntary contractions of muscles, associated with dribbling of saliva, froth in the mouth and deviation of mouth, staring of eyes or rolling of eyeball. this may be explained by: (a) vitiated vatadosha affecting motor faculties.",SK20,"['SK20', 'SM88', 'SS30']"
SM31(AAC-12),(a) ādhmānam,-,"It is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria. This may be explained by: (a) Aggravation of Descending vata affecting the excretory functions.",,"(a) ādhmānam (a) ādhmānam it is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria. this may be explained by: (a) aggravation of descending vata affecting the excretory functions.",SR12,"['SR12', 'SM39', 'SR1C']"
AAC-12.1(SM31),"(a) pratyādhmānaḥ,                    (a) pratyānāhaḥ",-,-,,"(a) pratyādhmānaḥ, (a) pratyānāhaḥ (a) pratyādhmānaḥ, (a) pratyānāhaḥ",SM31,"['SM31', 'ST20', 'SM93']"
AAC-13(SK30),(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ,-,-,,(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ (a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ,SK30,"['SK30', 'ST20', 'SM92']"
AAC-13.1(SK30),(a) asādhyadhanuṣkaṃpa,-,-,,(a) asādhyadhanuṣkaṃpa (a) asādhyadhanuṣkaṃpa,SK30,"['SK30', 'ST20', 'SM92']"
SM75(AAC-14),(a) ūrdhvavātaḥ,-,"It is characterised by severe abdominal colicky pain, projectile vomiting with gastrointestinal contents. This may be explained by: (a) Reversal of Kindling vata, Descending vata functions.",,"(a) ūrdhvavātaḥ (a) ūrdhvavātaḥ it is characterised by severe abdominal colicky pain, projectile vomiting with gastrointestinal contents. this may be explained by: (a) reversal of kindling vata, descending vata functions.",SR13,"['SR13', 'SR14', 'SR11']"
AAC-15(SK22),(a) ekāṅgavātaḥ,-,-,,(a) ekāṅgavātaḥ (a) ekāṅgavātaḥ,SK22,"['SK22', 'ST20', 'SM92']"
AAC-16(SK5Y),(a) kalāyakhañjaḥ,-,-,,(a) kalāyakhañjaḥ (a) kalāyakhañjaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AAC-17(SP10),(a) kroṣṭukaśīrṣaḥ,-,-,,(a) kroṣṭukaśīrṣaḥ (a) kroṣṭukaśīrṣaḥ,SP10,"['SP10', 'ST20', 'SM99']"
AAC-18(SK2Y),(a) khañjaḥ (a) khañjatvam,-,-,,(a) khañjaḥ (a) khañjatvam (a) khañjaḥ (a) khañjatvam,ST20,"['ST20', 'SM9A', 'SM8B']"
SP20(AAC-19),(a) khallī,-,"It is characterised by severe spamodic, cramp like pain in upper or lower limb muscles. It may be shifting in nature. This may be explained by: (a) Severe vitiation of vatadosha.",,"(a) khallī (a) khallī it is characterised by severe spamodic, cramp like pain in upper or lower limb muscles. it may be shifting in nature. this may be explained by: (a) severe vitiation of vatadosha.",SP20,"['SP20', 'SP97', 'SK21']"
SP41(AAC-20),(a) gṛdhrasī,-,"It is characterised by moderate to severe pain, starting from acetabulum of hip bone, mainly travelling laterally to ankle joint and rarely radiating from the medial side of thigh. This may be explained by: (a) Vitiation of vata affecting nerves, tendons, muscles of leg; may be associated with vitiated kapha (resulting in mild pain).",,"(a) gṛdhrasī (a) gṛdhrasī it is characterised by moderate to severe pain, starting from acetabulum of hip bone, mainly travelling laterally to ankle joint and rarely radiating from the medial side of thigh. this may be explained by: (a) vitiation of vata affecting nerves, tendons, muscles of leg; may be associated with vitiated kapha (resulting in mild pain).",SP13,"['SP13', 'SR1A', 'SK20']"
AAC-20.1,vātikagr̥dhrasī,-,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body]",,"vātikagr̥dhrasī vātikagr̥dhrasī the disorder is characterized by kramāt sphik kaṭi pr̥ṣṭha ūru jānu jaṅghā padēṣu stambhaḥ [gradual stiffness in gluteal region low back upper back thigh knee calf muscles feet], spandatē muhuḥ [constant frequent throbbing twiching sensation], sakthi nigr̥hṇana [supression holding down of thighs], jānusaṁdhi sphuraṇam [twitching sensation in knee], jānusaṁdhi stabdhatā [stiffness in knee joint], kaṭisaṁdhi sphuraṇam [twitching sensation in waist], kaṭisaṁdhi stabdhatā [stiffness of lowback], ūrusaṁdhi sphuraṇam [twitching sensation in thigh], ūrusaṁdhi stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha pravakratā [bending flexion of the body]",SK55,"['SK55', 'SR62', 'SS2B']"
AAC-20.2,vātakaphaja-gr̥dhrasī,-,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], tandrā [drowsiness/lassitude], gauravam [heaviness], arōcakaḥ/bhaktadvēṣaḥ [tastelessness/aversion to food], vahnimārdavam [diminution of agni /hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation]",,"vātakaphaja gr̥dhrasī vātakaphaja gr̥dhrasī the disorder is characterized by kramāt sphik kaṭi pr̥ṣṭha ūru jānu jaṅghā padēṣu stambhaḥ [gradual stiffness in gluteal region low back upper back thigh knee calf muscles feet], spandatē muhuḥ [constant frequent throbbing twiching sensation], sakthi nigr̥hṇana [supression holding down of thighs], tandrā [drowsiness lassitude], gauravam [heaviness], arōcakaḥ bhaktadvēṣaḥ [tastelessness aversion to food], vahnimārdavam [diminution of agni hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation]",SK55,"['SK55', 'SS2B', 'SR4F']"
